query,response_before,response_after,reward_before,reward_after,reward_diff
"Summarize the following conversation. #Person1#: Let's take a coffee break, shall we? #Person2#: I wish I could, but I can't. #Person1#: What keeps you so busy? You've been sitting there for hours. You've got to walk around. You just can't stay on the computer forever. #Person2#: Well, I am up to my neck in work. I've got to finish this report. Sarah needs it by noon. I don't want to be scolded if I can't finish my work by the deadline. #Person1#: I understand that, but you'd feel better if you took a break, even for just a short while. Summary: </s>",<pad> #Person2# refuses to take a coffee break because #Person2# is exhausted. #Person1# pleases #Person2# to take a coffee break even if #Person2# can't finish the report by the deadline.</s>,<pad> #Person1# and #Person2# are stressed out. They take a coffee break but they can't finish the report.</s>,1.923635482788086,1.9721118211746216,0.048476338386535645
"Summarize the following conversation. #Person1#: Today more and more families have personal computers. People have wider range of choice to communicate with the outside world. #Person2#: Right. With the establishment of Internet and a lot of web companies, people are getting more and more dependent on the web. #Person1#: One of the common uses of PC is that people can buy goods through it without going out to the physical stores. #Person2#: Can you tell me how it is done? #Person1#: If a customer is interested in some certain goods, he can ask the web company to have the specimen of the goods shown on the color screen, and then the customer can place an order online to the sales company. And then the goods you want will be delivered to your home. The service is perfect and the delivery is free of charge. #Person2#: I see. So great. Summary: </s>",<pad> #Person1# tells #Person2# that health is more advanced now than they were in the past. People can buy these items via the Internet instead of going to the physical stores. They try to ensure that their products will be delivered to their homes daily.</s>,"<pad> #Person1# introduces how PC allows people to buy goods easily without going shopping at physical stores, and it is especially useful to customers who want to buy items through the web.</s>",2.6739821434020996,2.634378671646118,-0.039603471755981445
"Summarize the following conversation. #Person1#: What can I do for you, madam? #Person2#: I'd like to buy a toy car for my son. #Person1#: How about this one? #Person2#: It looks nice. How much is it? #Person1#: They're three hundred dollars. #Person2#: Oh, I'm afraid it's too expensive. Can you show me something cheaper? #Person1#: OK, This one is one hundred and twenty. It's the cheapest here. #Person2#: OK, I'll take it. Here's the money. #Person1#: Thank you very much. Summary: </s>",<pad> #Person2#'s buying a toy car for #Person2#'s son. #Person1# shows #Person2# a new one. Thanks for the help.</s>,<pad> #Person1# offers #Person2# a toy car and shows #Person2# something that's cheaper.</s>,1.410884141921997,1.325930118560791,-0.08495402336120605
"Summarize the following conversation. #Person1#: Amanda, how do you like this peaked cap? #Person2#: Didn't you say you want to buy a top hat? #Person1#: But I think this one fits me Well. Why don't you try on the sombrero in black? #Person2#: I don't like caps at all. Summary: </s>",<pad> Amanda tells #Person1# that #Person1# wants to buy a top hat and #Person1# thinks the peaked cap fits her well. #Person2# doesn't like caps at all.</s>,<pad> Amanda likes the peaked cap and the sombrero in black. She thinks the top hat is not suitable as she has no desire to buy a hat.</s>,1.4626399278640747,1.3465105295181274,-0.11612939834594727
"Summarize the following conversation. #Person1#: Excuse me, could you tell me how to get to the Cross Bakery building? #Person2#: The Cross Bakery building? Oh sure. You're actually walking in the opposite direction. #Person1#: Oh, you're kidding! I thought I was heading east. #Person2#: No, east is the other direction. To get to the Bakery, you need to turn around and go three blocks to Broadway. When you get to the intersection of Broadway and Elm, you hang a left. Go straight down that street for half a block and then you'll see the building on your left. #Person1#: Okay, let me see if I've got that. I need to go down Elm until I hit Broadway, then I make a left and the building is on my left hand side. Is that right? #Person2#: Yeah, you've got it. Do you want me to show you the way? #Person1#: Thanks for the offer, but I think I've got it. Hopefully, I won't get lost again on my way there! Summary: </s>",<pad> #Person1# needs help to get to the Cross Bakery building. #Person2# helps #Person1# follow the instructions and consults #Person1# on the direction #Person1# wants to go. Says the way is clear and willingness.</s>,<pad> #Person1# asks #Person2# to show #Person1# how to get to the Cross Bakery building according to the directions.</s>,2.9286274909973145,2.7395780086517334,-0.18904948234558105
"Summarize the following conversation. #Person1#: Could you help me figure out how to look for a job? #Person2#: We have lots of options, what type of job do you need? #Person1#: I want to work in an office. #Person2#: Do you want to work part-time or full-time? #Person1#: I want to work full-time. #Person2#: We have binders with local job listings or you can make use of the computers. OK? #Person1#: I am confused a bit but I am sure that I can figure it out. #Person2#: If you make an appointment with a job counselor, they can also provide you with a lot of information. Do you want to see a counselor? #Person1#: No, I don't think I need to do that. #Person2#: Well, you know that this job center is here for your use, so help yourself. Good luck! Summary: </s>",<pad> #Person1# asks #Person2# about whether #Person1# wants to work in an office and seems confused about how to find a job. #Person2# helps #Person1# and finds the job center helpful.</s>,<pad> #Person1# can help #2# pick a job. #Person2# offers a lot of information for people looking for a work and advises on meeting with a job counselor. #Person1# hasn't decided so yet.</s>,2.338099241256714,2.148224115371704,-0.18987512588500977
"Summarize the following conversation. #Person1#: So how did you like the restaurant? #Person2#: Actually, it could have been better. #Person1#: What didn't you like about it? #Person2#: It is a new restaurant. I don't think they have their act together yet. #Person1#: What did you think about the food? #Person2#: I felt that the food was pretty mediocre. #Person1#: The service wasn't that great, either. #Person2#: I agree. The service was not good. #Person1#: Do you think that you want to try this restaurant another time? #Person2#: No, I think that I've had enough of this restaurant. Summary: </s>",<pad> #Person1# doesn't like the restaurant because that it is a new one and #Person2# thinks the service was not good. #Person2# got dissatisfied with the restaurant.</s>,"<pad> #Person2# thinks it's a new restaurant and in fact it has bad service. #Person1# thinks like a bad restaurant they have got the act together together. #Person2# doesn't want to try this restaurant again, because they've had it too long.</s>",2.026080846786499,1.768058180809021,-0.258022665977478
"Summarize the following conversation. #Person1#: How much are you asking for this? #Person2#: I'm offering them to you at 150 yuan a piece. Is that all right? #Person1#: Is tax already included in their price? #Person2#: Yes. Our price can't be matched. #Person1#: Would you consider a volume discount? #Person2#: If you buy 1, 000 or more, you'll get a 10 % discount. #Person1#: I'll accept your offer. Summary: </s>",<pad> #Person2# is offering articles at 150 yuan by asking #Person1# for a volume discount. #Person1# accepts.</s>,"<pad> #Person2# serves #Person1# with bamboo s<unk>n containing 150 yuan a piece. #Person2# offers a volume discount to #Person1# if you buy more than 1, 000 yuan.</s>",2.787421941757202,2.4646551609039307,-0.3227667808532715
"Summarize the following conversation. #Person1#: I would like to order some internet today. #Person2#: What kind would you like? #Person1#: What kind of internet is there? #Person2#: You can get DEL or dial-up. #Person1#: Which of those two is best? #Person2#: I would recommend DEL. #Person1#: So that one better? #Person2#: It's better because it doesn't tie up the phone. #Person1#: What do you mean by that? #Person2#: DEL isn't connected through your phone line, but dial-up is. #Person1#: So then I can't use my phone if I'm on the internet? #Person2#: That's correct. With DEL you can do both. Summary: </s>","<pad> #Person2# recommends DEL for the services of dial-up interface because it doesn't tie up the phone. Also on the internet, we go to the DEL to buy both.</s>",<pad> #Person1# has ordered some high-speed internet with dial-up because percentage less with DEL to there is no connection with phone line.</s>,2.8414435386657715,2.506126880645752,-0.33531665802001953
"Summarize the following conversation. #Person1#: Could you help me, Sir? My flight got in 15 minutes ago. Everyone else has picked up the luggage but mine hasn't come through. #Person2#: I'm sorry, Madam, I'll go and find out if there is any more to come. Summary: </s>",<pad> #Person1#'s flight hasn't come in. #Person2# will go and find out if there is any more help to #Person1#.</s>,"<pad> Folks haven't packed their suitcases yet because of the delay in their flights.,They reach for the ground and askOptions for each other's information. They started a chopping of laundry.</s>",2.5354692935943604,1.4511936902999878,-1.0842756032943726
